Date,Value (USD per troy ounce)
12/12/2019,16.90377059
12/13/2019,16.94343862
12/14/2019,16.93746426
12/15/2019,16.93046303
12/16/2019,17.03176021
12/17/2019,17.00346223
12/18/2019,17.0314765
12/19/2019,17.06983287
12/20/2019,17.19254414
12/21/2019,17.19696962
12/22/2019,17.19818074
12/23/2019,17.44404574
12/24/2019,17.76730965
12/25/2019,17.76376887
12/26/2019,17.92094829
12/27/2019,17.77422898
12/28/2019,17.76675292
12/29/2019,17.81872918
12/30/2019,17.918885
12/31/2019,17.85348036
1/1/2020,17.88827324
1/2/2020,18.02484586
1/3/2020,18.03778905
1/4/2020,18.04965695
1/5/2020,18.17800906
1/6/2020,18.1236608
1/7/2020,18.58515227
1/8/2020,18.14103405
1/9/2020,17.92261062
1/10/2020,18.08594585
1/11/2020,18.10281585
1/12/2020,18.05421917
1/13/2020,17.94024263
1/14/2020,17.83729308
1/15/2020,18.01908034
1/16/2020,17.94773177
1/17/2020,18.00927647
1/18/2020,18.02827464
1/19/2020,18.04053781
1/20/2020,18.07426325
1/21/2020,17.76113333
1/22/2020,17.89374058
1/23/2020,17.77521236
1/24/2020,18.12171557
1/25/2020,18.10954792
1/26/2020,18.20499148
1/27/2020,18.09130996
1/28/2020,17.48128337
1/29/2020,17.57946672
1/30/2020,17.84328117
1/31/2020,18.0249507
2/1/2020,18.04177302
2/2/2020,18.08544741
2/3/2020,17.70325333
2/4/2020,17.60757002
2/5/2020,17.62555215
2/6/2020,17.81610043
2/7/2020,17.69961279
2/8/2020,17.69891926
2/9/2020,17.74767929
2/10/2020,17.77061904
2/11/2020,17.63603862
2/12/2020,17.51360702
2/13/2020,17.66589133
2/14/2020,17.72793267
2/15/2020,17.74867153
2/16/2020,17.74145432
2/17/2020,17.81155482
2/18/2020,18.17900409
2/19/2020,18.41426281
2/20/2020,18.42015809
2/21/2020,18.4814227
2/22/2020,18.49491353
2/23/2020,18.67742885
2/24/2020,18.6215483
2/25/2020,18.06107154
2/26/2020,17.93365081
2/27/2020,17.80405204
2/28/2020,16.64258752
2/29/2020,16.67679087
3/1/2020,16.60895332
3/2/2020,16.8220005
3/3/2020,17.26244401
3/4/2020,17.18329916
3/5/2020,17.48818633
3/6/2020,17.34467514
3/7/2020,17.34701365
3/8/2020,17.49892578
3/9/2020,16.91497991
3/10/2020,16.97382671
3/11/2020,16.79800923
3/12/2020,15.71703869
3/13/2020,14.72897176
3/14/2020,14.72496092
3/15/2020,14.79549738
3/16/2020,13.01833733
3/17/2020,12.78494989
3/18/2020,12.2523024
3/19/2020,12.11172325
3/20/2020,12.59534358
3/21/2020,12.58852645
3/22/2020,12.42425475
3/23/2020,13.74331488
3/24/2020,14.63844054
3/25/2020,14.38210157
3/26/2020,14.40664098
3/27/2020,14.44256044
3/28/2020,14.46292646
3/29/2020,14.38782261
3/30/2020,14.00967572
3/31/2020,13.96268937
4/1/2020,13.99235709
4/2/2020,14.4779774
4/3/2020,14.4072988
4/4/2020,14.40994967
4/5/2020,14.40748221
4/6/2020,15.19484516
4/7/2020,14.98282219
4/8/2020,15.00629043
4/9/2020,15.40601718
4/10/2020,15.34901983
4/11/2020,15.34901983
4/12/2020,15.35601068
4/13/2020,15.42347757
4/14/2020,15.67414585
4/15/2020,15.40533082
4/16/2020,15.46430181
4/17/2020,15.19197962
4/18/2020,15.19597258
4/19/2020,15.09477823
4/20/2020,15.29193148
4/21/2020,14.90094559
4/22/2020,15.09461277
4/23/2020,15.26410123
4/24/2020,15.23447082
4/25/2020,15.25075831
4/26/2020,15.24001693
4/27/2020,15.19093729
4/28/2020,15.15695445
4/29/2020,15.28167219
4/30/2020,14.98410964
5/1/2020,14.96565798
5/2/2020,14.97852005
5/3/2020,14.8874867
5/4/2020,14.83952869
5/5/2020,14.97243603
5/6/2020,14.91030863
5/7/2020,15.34036206
5/8/2020,15.46208925
5/9/2020,15.46814097
5/10/2020,15.56867545
5/11/2020,15.48385965
5/12/2020,15.4344539
5/13/2020,15.61333481
5/14/2020,15.87183026
5/15/2020,16.62417373
5/16/2020,16.63528282
5/17/2020,16.91753968
5/18/2020,17.12476918
5/19/2020,17.3754357
5/20/2020,17.48703721
5/21/2020,17.0678527
5/22/2020,17.20948589
5/23/2020,17.21423276
5/24/2020,17.1625146
5/25/2020,17.13398713
5/26/2020,17.13641853
5/27/2020,17.26726451
5/28/2020,17.42494294
5/29/2020,17.8571549
5/30/2020,17.86173587
5/31/2020,18.06626634
6/1/2020,18.33148453
6/2/2020,18.05728795
6/3/2020,17.66544868
6/4/2020,17.67146922
6/5/2020,17.40311083
6/6/2020,17.41971363
6/7/2020,17.42743521
6/8/2020,17.7131511
6/9/2020,17.56962505
6/10/2020,17.9769888
6/11/2020,17.65159039
6/12/2020,17.48545268
6/13/2020,17.48918141
6/14/2020,17.50611095
6/15/2020,17.39050964
6/16/2020,17.48633085
6/17/2020,17.49179759
6/18/2020,17.44675212
6/19/2020,17.59497647
6/20/2020,17.59246578
6/21/2020,17.7767965
6/22/2020,17.81053409
6/23/2020,17.97327628
6/24/2020,17.51819953
6/25/2020,17.80970103
6/26/2020,17.77592717
6/27/2020,17.78891918
6/28/2020,17.8249386
6/29/2020,17.86051587
6/30/2020,18.20149511
7/1/2020,18.01581764
7/2/2020,17.93246971
7/3/2020,18.04637603
7/4/2020,18.04956573
7/5/2020,18.04096255
7/6/2020,18.27726183
7/7/2020,18.2776668
7/8/2020,18.70213352
7/9/2020,18.67381864
7/10/2020,18.71084618
7/11/2020,18.71026933
7/12/2020,18.790806
7/13/2020,19.11952176
7/14/2020,19.26334363
7/15/2020,19.43315108
7/16/2020,19.16733997
7/17/2020,19.33696748
7/18/2020,19.35098162
7/19/2020,19.34973475
7/20/2020,19.90947885
7/21/2020,22.35767695
7/22/2020,22.80414662
7/23/2020,22.6247288
7/24/2020,22.75977372
7/25/2020,22.76967348
7/26/2020,23.05498626
7/27/2020,25.23636831
7/28/2020,24.3590246
7/29/2020,24.29557806
7/30/2020,23.51281589
7/31/2020,24.34483458
8/1/2020,24.34475187
8/2/2020,24.51448451
8/3/2020,24.24181964
8/4/2020,26.19398472
8/5/2020,26.88424958
8/6/2020,29.74776622
8/7/2020,28.28246382
8/8/2020,28.25179583
8/9/2020,28.1503397
8/10/2020,29.09035977
8/11/2020,25.01012403
8/12/2020,25.61667831
8/13/2020,27.52608579
8/14/2020,26.44808934
8/15/2020,26.46015048
8/16/2020,26.23084296
8/17/2020,27.35958142
8/18/2020,27.83879493
8/19/2020,26.71220808
8/20/2020,27.37362324
8/21/2020,26.74571712
8/22/2020,26.77436745
8/23/2020,26.56590396
8/24/2020,26.60293428
8/25/2020,26.48354819
8/26/2020,27.45334048
8/27/2020,26.98359526
8/28/2020,27.50477901
8/29/2020,27.50649875
8/30/2020,27.96266537
8/31/2020,28.16416639
9/1/2020,28.24964907
9/2/2020,27.53004077
9/3/2020,26.51470665
9/4/2020,26.88716027
9/5/2020,26.89074184
9/6/2020,26.84332798
9/7/2020,26.91408074
9/8/2020,26.6496864
9/9/2020,27.00186537
9/10/2020,26.86612495
9/11/2020,26.73877155
9/12/2020,26.73815737
9/13/2020,26.79488555
9/14/2020,27.166634
9/15/2020,27.16076341
9/16/2020,27.18492953
9/17/2020,27.0673381
9/18/2020,26.76456865
9/19/2020,26.76435299
9/20/2020,26.73722442
9/21/2020,24.93251878
9/22/2020,24.43767939
9/23/2020,22.23181081
9/24/2020,23.21624722
9/25/2020,22.884824
9/26/2020,22.89725623
9/27/2020,22.98847932
9/28/2020,23.75246757
9/29/2020,24.23202718
9/30/2020,23.31102001
10/1/2020,23.83952032
10/2/2020,23.70579537
10/3/2020,23.70869412
10/4/2020,23.91213248
10/5/2020,24.35793858
10/6/2020,23.2261939
10/7/2020,23.80660302
10/8/2020,23.85807732
10/9/2020,25.13545977
10/10/2020,25.14319679
10/11/2020,25.21428995
10/12/2020,25.15580647
10/13/2020,24.17232477
10/14/2020,24.21199413
10/15/2020,24.26270585
10/16/2020,24.15207234
10/17/2020,24.14311847
10/18/2020,24.20729872
10/19/2020,24.44847968
10/20/2020,24.72613502
10/21/2020,25.00321026
10/22/2020,24.71294465
10/23/2020,24.59375371
10/24/2020,24.60063634
10/25/2020,24.4558811
10/26/2020,24.29674075
10/27/2020,24.39802398
10/28/2020,23.42819504
10/29/2020,23.29213628
10/30/2020,23.64226866
10/31/2020,23.64840777
11/1/2020,23.44666985
11/2/2020,24.06280207
11/3/2020,24.31623767
11/4/2020,23.94181472
11/5/2020,25.20622142
